chunk_id,chunk_text,head,head_type,relation,relation_url,tail,tail_type,confidence,jsonld
196,承事业之人，于是他决定用计智收姜维。诸葛亮知姜维至孝，便派人先去冀城将其母接来，然后命魏延佯攻冀县。姜维为保老母，即向马遵请兵去救冀城。诸葛亮一面将被俘的夏侯楙放回天水，一面散布流言，称姜维降蜀；又命人假扮姜维，夜攻天水，使夏侯楙和马遵以为姜维果真降蜀。然后，诸葛亮亲自领兵攻冀县，姜维兵败，逃往天水，城门紧闭，姜维急呼开门，马遵疑其赚城，乱箭射之，姜维走投无路，正欲自刎，此时，诸葛亮带姜母来到身边劝降，姜维终于归降诸葛亮。诸葛亮收姜维后，姜维献计，助亮连克天水、上邽；诸葛亮后又在渭水之滨骂死王朗，蜀军威名大震。诸葛亮兵出祁山，军临渭水，直逼长安。,姜维,人物,对手,,诸葛亮,人物,0.5878,{}
198,，派儿子李丰到祁山向诸葛亮报信。孟达昔日因不救关羽而降魏，得知诸葛亮率军北伐，想叛魏归蜀，攻取洛阳。他去信告知诸葛亮：已约上庸太守申耽、金城太守申仪汇合三路兵马，就地举事，以助丞相。然而申耽、申仪兄弟明许举事，暗中却与孟达心腹李辅合谋，派人赴宛城密报司马懿。司马懿得报，当机立断，决定先擒孟达，后奏天子。他立即调集军马，派参军梁畿星夜赶往新城，命孟达准备出征，以稳住孟达，使其不疑；随后发兵，昼夜兼程，包围新城。诸葛亮接孟达信后，曾修书提醒，要其小心从事，提防司马懿，不可轻信他人。而孟达以为宛城远离洛阳八百里，司马懿如知他举事，需表奏魏主，往返月余方可出兵，不以为意。,李丰亮达,人物,君主,,司马懿,人物,0.4226,{}
201,，方可返回；命杨仪速差人去报告天水、南安、安定三郡官民，撤往汉中；另派人去冀县，接回姜维老母到汉中；再传令给赵云，命他率军断后，退回汉中。命全军暗整行装，准备起程。自己到西城县搬运粮草。就在此时，忽接探报，司马懿率十五万大军杀奔西城。西城乃一座空城，武将全部派出，城中只有文官，所引五千军士，已分一半去运粮草，城中剩下两千多士兵也全部在抢运粮草。一时战、撤均不可能，只有用空城计退兵。诸葛亮命军士速将城上旌旗隐蔽，城门大开，几个军士扮作百姓，洒扫街道。他端坐城楼，神情自若，安闲抚琴，身边只有两个小童。,姜维,人物,君主,,马懿,历史人物,0.5111,{}
203,天水、南安、安定三郡得而复失，他与王平回营请罪。诸葛亮虽惜马谡之才，但为了严肃军纪，挥泪将马谡斩首。因自己用人失当，上表请求自贬三级，免去丞相之职，后主刘禅从之，将亮降职为右将军，行丞相事，照旧总督军马。诸葛亮回到汉中，励兵讲武，聚积粮草，准备再次北伐。第七十二集：司马取印司马懿在西城中了诸葛亮的空城计后，回朝向魏明帝曹叡推荐郝昭把守陈仓，以防蜀军来犯。东吴下书，希蜀军北伐中原。蜀朝中大臣对出兵伐魏尚有异议，诸葛亮再次上表请求北伐，获准。诸葛亮二出祁山，派兵包围陈仓，因魏将郝昭守御甚密，连日攻城不下。曹叡命大将军曹真为大都督，率兵抵御蜀军，曹真派王双救援陈仓。王双骁勇善战，使陈仓更难攻取。,刘禅,历史人物,对手,,司懿,历史人物,0.6292,{}
203,天水、南安、安定三郡得而复失，他与王平回营请罪。诸葛亮虽惜马谡之才，但为了严肃军纪，挥泪将马谡斩首。因自己用人失当，上表请求自贬三级，免去丞相之职，后主刘禅从之，将亮降职为右将军，行丞相事，照旧总督军马。诸葛亮回到汉中，励兵讲武，聚积粮草，准备再次北伐。第七十二集：司马取印司马懿在西城中了诸葛亮的空城计后，回朝向魏明帝曹叡推荐郝昭把守陈仓，以防蜀军来犯。东吴下书，希蜀军北伐中原。蜀朝中大臣对出兵伐魏尚有异议，诸葛亮再次上表请求北伐，获准。诸葛亮二出祁山，派兵包围陈仓，因魏将郝昭守御甚密，连日攻城不下。曹叡命大将军曹真为大都督，率兵抵御蜀军，曹真派王双救援陈仓。王双骁勇善战，使陈仓更难攻取。,刘禅,历史人物,君主,,蜀朝,Text,0.5945,{}
203,天水、南安、安定三郡得而复失，他与王平回营请罪。诸葛亮虽惜马谡之才，但为了严肃军纪，挥泪将马谡斩首。因自己用人失当，上表请求自贬三级，免去丞相之职，后主刘禅从之，将亮降职为右将军，行丞相事，照旧总督军马。诸葛亮回到汉中，励兵讲武，聚积粮草，准备再次北伐。第七十二集：司马取印司马懿在西城中了诸葛亮的空城计后，回朝向魏明帝曹叡推荐郝昭把守陈仓，以防蜀军来犯。东吴下书，希蜀军北伐中原。蜀朝中大臣对出兵伐魏尚有异议，诸葛亮再次上表请求北伐，获准。诸葛亮二出祁山，派兵包围陈仓，因魏将郝昭守御甚密，连日攻城不下。曹叡命大将军曹真为大都督，率兵抵御蜀军，曹真派王双救援陈仓。王双骁勇善战，使陈仓更难攻取。,司懿,历史人物,对手,,蜀朝,Text,0.5451,{}
204,攻城不下。曹叡命大将军曹真为大都督，率兵抵御蜀军，曹真派王双救援陈仓。王双骁勇善战，使陈仓更难攻取。姜维献计，假降曹真，曹真信以为真，险些送命。诸葛亮自引大军进攻祁山，连败曹真。曹叡降诏，命曹真坚守不战，待蜀军粮绝，自会退兵。曹真不愿坐等，副都督郭淮献计，派孙礼假作运粮队运粮回营，以粮车为诱饵，待蜀军劫粮时，设伏歼之。此计被诸葛亮识破，他将计就计，令马岱等设伏兵，反将孙礼击败。诸葛亮因军中无粮，暂时退回汉中。王双引军来追，被魏延斩于马下，曹真闻之忧患成疾，回洛阳休养。公元229年，东吴孙权称帝，遣使入川，通报消息。诸葛亮劝刘禅派使臣携礼品作贺，请东吴兴师伐魏，牵制司马懿。,东吴,Text,对手,,司,历史人物,0.9256,{}
207,。第七十三集：祁山斗智诸葛亮大胜，所得器械、马匹不计其数，引大军回寨，每日令魏延挑战。魏兵只是不出。诸葛亮思得一计，传令各处皆拔寨而起，一连退下三寨。张郃引兵追赶，司马懿也出兵包围蜀军，诸葛亮传令分兵袭击司马懿营寨，司马闻知大惊，提兵急回，蜀军随后掩杀，魏军大败。诸葛亮正欲乘胜起兵进取时，忽闻成都来报：张苞病故。诸葛亮闻知放声痛哭，昏绝于地，自此卧床不起，不能理事，只好暂回汉中养病。建兴八年秋，曹真病愈后上表请伐西蜀，曹睿封曹真和司马懿为正副都督，率兵四十万，出长安，奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。,张苞,历史人物,对手,,西蜀,Text,0.9511,{}
208,奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。司马懿和曹真分别设伏兵于祁山东西，亮急派邓芝到军前，下令：“如出箕谷，提防魏兵埋伏，不可轻进。”陈式违抗军令轻出，遇魏兵埋伏，死伤惨重。诸葛亮为正军纪，斩了陈式。诸葛亮用计劫了曹真，打开通向祁山通道，四出祁山，以书信气死曹真。第七十四集：诸葛妆神蜀汉建兴八年（公元230年），诸葛亮四出祁山，北伐中原，气死曹真，大败魏军。曹睿闻讯，下诏命坚守在渭滨的司马懿出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。,诸葛亮,历史人物,对手,,蜀汉,Text,0.9782,{}
208,奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。司马懿和曹真分别设伏兵于祁山东西，亮急派邓芝到军前，下令：“如出箕谷，提防魏兵埋伏，不可轻进。”陈式违抗军令轻出，遇魏兵埋伏，死伤惨重。诸葛亮为正军纪，斩了陈式。诸葛亮用计劫了曹真，打开通向祁山通道，四出祁山，以书信气死曹真。第七十四集：诸葛妆神蜀汉建兴八年（公元230年），诸葛亮四出祁山，北伐中原，气死曹真，大败魏军。曹睿闻讯，下诏命坚守在渭滨的司马懿出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。,诸葛亮,历史人物,对手,,蜀,Text,0.9768,{}
208,奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。司马懿和曹真分别设伏兵于祁山东西，亮急派邓芝到军前，下令：“如出箕谷，提防魏兵埋伏，不可轻进。”陈式违抗军令轻出，遇魏兵埋伏，死伤惨重。诸葛亮为正军纪，斩了陈式。诸葛亮用计劫了曹真，打开通向祁山通道，四出祁山，以书信气死曹真。第七十四集：诸葛妆神蜀汉建兴八年（公元230年），诸葛亮四出祁山，北伐中原，气死曹真，大败魏军。曹睿闻讯，下诏命坚守在渭滨的司马懿出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。,诸葛亮,历史人物,对手,,诸亮,历史人物,0.9782,{}
208,奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。司马懿和曹真分别设伏兵于祁山东西，亮急派邓芝到军前，下令：“如出箕谷，提防魏兵埋伏，不可轻进。”陈式违抗军令轻出，遇魏兵埋伏，死伤惨重。诸葛亮为正军纪，斩了陈式。诸葛亮用计劫了曹真，打开通向祁山通道，四出祁山，以书信气死曹真。第七十四集：诸葛妆神蜀汉建兴八年（公元230年），诸葛亮四出祁山，北伐中原，气死曹真，大败魏军。曹睿闻讯，下诏命坚守在渭滨的司马懿出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。,蜀汉,Text,对手,,蜀,Text,0.9770,{}
208,奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。司马懿和曹真分别设伏兵于祁山东西，亮急派邓芝到军前，下令：“如出箕谷，提防魏兵埋伏，不可轻进。”陈式违抗军令轻出，遇魏兵埋伏，死伤惨重。诸葛亮为正军纪，斩了陈式。诸葛亮用计劫了曹真，打开通向祁山通道，四出祁山，以书信气死曹真。第七十四集：诸葛妆神蜀汉建兴八年（公元230年），诸葛亮四出祁山，北伐中原，气死曹真，大败魏军。曹睿闻讯，下诏命坚守在渭滨的司马懿出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。,蜀汉,Text,对手,,诸亮,历史人物,0.9803,{}
208,奔剑阁，直逼汉中。此时诸葛亮再出祁山。魏军因连日大雨而退，诸葛亮分兵两路从箕谷、斜谷而进，会于祁山。司马懿和曹真分别设伏兵于祁山东西，亮急派邓芝到军前，下令：“如出箕谷，提防魏兵埋伏，不可轻进。”陈式违抗军令轻出，遇魏兵埋伏，死伤惨重。诸葛亮为正军纪，斩了陈式。诸葛亮用计劫了曹真，打开通向祁山通道，四出祁山，以书信气死曹真。第七十四集：诸葛妆神蜀汉建兴八年（公元230年），诸葛亮四出祁山，北伐中原，气死曹真，大败魏军。曹睿闻讯，下诏命坚守在渭滨的司马懿出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。,蜀,Text,对手,,诸亮,历史人物,0.9799,{}
209,出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。正当蜀军得胜之时，永安城李严派都尉苟安解运粮草至军中交割。苟安因好酒延误十日，诸葛亮按军法要处斩，杨仪讲情，乃重责八十。苟安被责，心中怀恨，连夜奔魏营投降。司马懿命他速回成都，散布流言，说孔明有怨上之意，欲篡位，使刘禅召回孔明。诸葛亮在祁山连胜魏军，正准备进兵，忽接诏召他回朝，被迫退军。为防司马懿袭击，命大军分五路而退，每日退军添灶而行。司马懿虽闻报：蜀寨空虚，人马皆去，但见蜀营每日增灶，怕中孔明之计，回军不追，蜀军安全撤回。公元231年，诸葛亮又率大军五出祁山，因军中缺粮，密引兵至陇上割麦。,刘禅,历史人物,对手,,孔明,Text,0.9773,{}
209,出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。正当蜀军得胜之时，永安城李严派都尉苟安解运粮草至军中交割。苟安因好酒延误十日，诸葛亮按军法要处斩，杨仪讲情，乃重责八十。苟安被责，心中怀恨，连夜奔魏营投降。司马懿命他速回成都，散布流言，说孔明有怨上之意，欲篡位，使刘禅召回孔明。诸葛亮在祁山连胜魏军，正准备进兵，忽接诏召他回朝，被迫退军。为防司马懿袭击，命大军分五路而退，每日退军添灶而行。司马懿虽闻报：蜀寨空虚，人马皆去，但见蜀营每日增灶，怕中孔明之计，回军不追，蜀军安全撤回。公元231年，诸葛亮又率大军五出祁山，因军中缺粮，密引兵至陇上割麦。,刘禅,历史人物,对手,,诸葛亮,历史人物,0.9766,{}
209,出战。蜀魏双方在渭水河畔摆下战场，布阵斗法。诸葛亮摆出八卦阵斗司马，使魏兵败退，司马懿率军逃回南岸。正当蜀军得胜之时，永安城李严派都尉苟安解运粮草至军中交割。苟安因好酒延误十日，诸葛亮按军法要处斩，杨仪讲情，乃重责八十。苟安被责，心中怀恨，连夜奔魏营投降。司马懿命他速回成都，散布流言，说孔明有怨上之意，欲篡位，使刘禅召回孔明。诸葛亮在祁山连胜魏军，正准备进兵，忽接诏召他回朝，被迫退军。为防司马懿袭击，命大军分五路而退，每日退军添灶而行。司马懿虽闻报：蜀寨空虚，人马皆去，但见蜀营每日增灶，怕中孔明之计，回军不追，蜀军安全撤回。公元231年，诸葛亮又率大军五出祁山，因军中缺粮，密引兵至陇上割麦。,孔明,Text,对手,,诸葛亮,历史人物,0.9773,{}
212,的诸葛亮又上奏蜀主，要六出祁山。诸葛亮往昭烈庙拜谒先主刘备，立誓此次再出祁山，当竭力尽心，一举成功。正当诸葛亮设台激励众将共破曹魏之时，忽然传来关兴病故的噩耗。诸葛亮强忍悲伤，命魏延、姜维为先锋杀出祁山。司马懿调夏侯渊四子，率四十万大军迎战蜀军。诸葛亮揣测司马懿的用兵意图后，决定乘虚攻北原，引司马懿领兵来救，而蜀军却暗取渭滨，乘竹筏顺流而下，放火烧断司马所搭浮桥以攻其后，再引一军去夺占司马的前营。哪知被司马懿一一识破，蜀军大败，死伤万余人。诸葛亮叹曰：“司马懿老谋深算，处处设防，如想胜他，的确不易。看来，仅靠我军，其事难成！”乃修书一封命费祎前往东吴，面呈孙权，请其念同盟之义，出兵夹击魏国。,刘备,历史人物,对手,,曹,Text,0.8200,{}
213,不易。看来，仅靠我军，其事难成！”乃修书一封命费祎前往东吴，面呈孙权，请其念同盟之义，出兵夹击魏国。孙权允之，吴大帝嘉禾三年夏，吴起兵伐魏。司马懿接到军情急报，心神不安，最终设下郑文诈降计。诸葛亮识破郑文诈降，迫使郑文修书让司马懿自来劫营。司马懿接书大喜，正欲披挂出行，其子司马师力劝慎行，司马懿采纳师之建议，命秦朗率军先往，自为后应，结果均中诸葛亮之计。司马懿懊悔自责不已，自此高挂免战牌，坚守不出，与蜀军在祁山脚下形成僵持局面。魏蜀两军长期僵持，使远道而来的蜀军粮草接济十分不便，诸葛亮想尽办法引诱司马懿出战不成，便造出木牛流马转运粮草。,司马师,人物,对手,,慎行,人物,0.9196,{}
213,不易。看来，仅靠我军，其事难成！”乃修书一封命费祎前往东吴，面呈孙权，请其念同盟之义，出兵夹击魏国。孙权允之，吴大帝嘉禾三年夏，吴起兵伐魏。司马懿接到军情急报，心神不安，最终设下郑文诈降计。诸葛亮识破郑文诈降，迫使郑文修书让司马懿自来劫营。司马懿接书大喜，正欲披挂出行，其子司马师力劝慎行，司马懿采纳师之建议，命秦朗率军先往，自为后应，结果均中诸葛亮之计。司马懿懊悔自责不已，自此高挂免战牌，坚守不出，与蜀军在祁山脚下形成僵持局面。魏蜀两军长期僵持，使远道而来的蜀军粮草接济十分不便，诸葛亮想尽办法引诱司马懿出战不成，便造出木牛流马转运粮草。,司马师,人物,对手,,司马,人物,0.9329,{}
213,不易。看来，仅靠我军，其事难成！”乃修书一封命费祎前往东吴，面呈孙权，请其念同盟之义，出兵夹击魏国。孙权允之，吴大帝嘉禾三年夏，吴起兵伐魏。司马懿接到军情急报，心神不安，最终设下郑文诈降计。诸葛亮识破郑文诈降，迫使郑文修书让司马懿自来劫营。司马懿接书大喜，正欲披挂出行，其子司马师力劝慎行，司马懿采纳师之建议，命秦朗率军先往，自为后应，结果均中诸葛亮之计。司马懿懊悔自责不已，自此高挂免战牌，坚守不出，与蜀军在祁山脚下形成僵持局面。魏蜀两军长期僵持，使远道而来的蜀军粮草接济十分不便，诸葛亮想尽办法引诱司马懿出战不成，便造出木牛流马转运粮草。,慎行,人物,对手,,司马,人物,0.9328,{}
214,期僵持，使远道而来的蜀军粮草接济十分不便，诸葛亮想尽办法引诱司马懿出战不成，便造出木牛流马转运粮草。司马懿闻知有此灵便之物，非常震惊，立即派兵夺来木牛流马，并命营中工匠速速仿造，也用于搬运粮草。不想又中了诸葛亮之计，魏军所运粮草，尽成了蜀军囊中之物。司马懿大怒，率兵追杀，却又中了蜀军埋伏，险些丧命。他机警地将头盔弃于林东，自己向林西逃遁，才得以生还。诸葛亮命魏延挑司马懿金盔在魏营前挑战，司马懿任其肆意辱骂，拒不出战。诸葛亮为作长久打算，只好令将士与当地居民一起种田以给军粮。司马懿虽获知魏主曹叡已大胜吴军的喜讯，但仍坚守不出，亦不理会诸葛亮的祁山屯田，只待冬季大雪封山之时，蜀军不打自退。,司马懿,人物,对手,,亮,历史人物,0.9681,{}
215,主曹叡已大胜吴军的喜讯，但仍坚守不出，亦不理会诸葛亮的祁山屯田，只待冬季大雪封山之时，蜀军不打自退。诸葛亮对此深为忧虑，在明月高悬之时漫步营中，思及先主之志，感慨万千，萌生上方谷火攻一计，欲一举消灭司马懿，以直逼长安，挺进中原。第七十六集：火熄上方谷诸葛亮见司马懿坚壁固守、不肯出战，便分散建造营寨，以为长久之计；又密令马岱在上方谷暗伏精兵、虚搭窝棚，并备好柴草等引火之物，以待司马懿。司马懿果然中计，尽起全寨之兵，奇袭蜀军祁山大营，直扑上方谷。诸葛亮见大计已成，命蜀军射出火箭。火箭入谷，烟火四起，烈焰熊熊。司马懿惊呼中计，但为时已晚，谷内前后火起，父子三人陷于绝望之中。,曹叡,人物,对手,,司马懿,人物,0.9748,{}
218,上作了嘱咐。夕阳如血，晚霞灿烂，诸葛亮强支病体出营帐，最后一次望着他的兵士们，深怀遗憾地闭上了双目。建兴十二年（公元234年）秋八月二十三日，汉丞相诸葛亮病逝于五丈原，终年五十四岁。诸葛亮病逝之后，杨仪按丞相遗嘱缓缓撤军，用孔明生前所塑的木雕像吓退司马懿的几十万追杀大军，司马懿不由得惊叹：“诸葛亮天下奇才，我能料其生，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。,诸葛亮,历史人物,君主,,孔明,Text,0.8028,{}
218,上作了嘱咐。夕阳如血，晚霞灿烂，诸葛亮强支病体出营帐，最后一次望着他的兵士们，深怀遗憾地闭上了双目。建兴十二年（公元234年）秋八月二十三日，汉丞相诸葛亮病逝于五丈原，终年五十四岁。诸葛亮病逝之后，杨仪按丞相遗嘱缓缓撤军，用孔明生前所塑的木雕像吓退司马懿的几十万追杀大军，司马懿不由得惊叹：“诸葛亮天下奇才，我能料其生，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。,诸葛亮,历史人物,君主,,司,历史人物,0.7856,{}
218,上作了嘱咐。夕阳如血，晚霞灿烂，诸葛亮强支病体出营帐，最后一次望着他的兵士们，深怀遗憾地闭上了双目。建兴十二年（公元234年）秋八月二十三日，汉丞相诸葛亮病逝于五丈原，终年五十四岁。诸葛亮病逝之后，杨仪按丞相遗嘱缓缓撤军，用孔明生前所塑的木雕像吓退司马懿的几十万追杀大军，司马懿不由得惊叹：“诸葛亮天下奇才，我能料其生，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。,诸葛亮,历史人物,君主,,司,历史人物,0.7856,{}
218,上作了嘱咐。夕阳如血，晚霞灿烂，诸葛亮强支病体出营帐，最后一次望着他的兵士们，深怀遗憾地闭上了双目。建兴十二年（公元234年）秋八月二十三日，汉丞相诸葛亮病逝于五丈原，终年五十四岁。诸葛亮病逝之后，杨仪按丞相遗嘱缓缓撤军，用孔明生前所塑的木雕像吓退司马懿的几十万追杀大军，司马懿不由得惊叹：“诸葛亮天下奇才，我能料其生，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。,孔明,Text,君主,,司,历史人物,0.7051,{}
218,上作了嘱咐。夕阳如血，晚霞灿烂，诸葛亮强支病体出营帐，最后一次望着他的兵士们，深怀遗憾地闭上了双目。建兴十二年（公元234年）秋八月二十三日，汉丞相诸葛亮病逝于五丈原，终年五十四岁。诸葛亮病逝之后，杨仪按丞相遗嘱缓缓撤军，用孔明生前所塑的木雕像吓退司马懿的几十万追杀大军，司马懿不由得惊叹：“诸葛亮天下奇才，我能料其生，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。,孔明,Text,君主,,司,历史人物,0.7051,{}
218,上作了嘱咐。夕阳如血，晚霞灿烂，诸葛亮强支病体出营帐，最后一次望着他的兵士们，深怀遗憾地闭上了双目。建兴十二年（公元234年）秋八月二十三日，汉丞相诸葛亮病逝于五丈原，终年五十四岁。诸葛亮病逝之后，杨仪按丞相遗嘱缓缓撤军，用孔明生前所塑的木雕像吓退司马懿的几十万追杀大军，司马懿不由得惊叹：“诸葛亮天下奇才，我能料其生，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。,司,历史人物,君主,,司,历史人物,0.7294,{}
219,，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。就在他烧毁栈道，欲与杨仪大战一场，夺取兵权之时，杨仪按孔明锦囊所嘱，诱使魏延横刀立马连叫三声“谁敢杀我”，就在其话音未落之时，按孔明所授密计假意随魏延一起造反的马岱手起一刀，斩魏延于马下。魏延此时仍大睁着一双惊愕的双眼。杨仪、姜维、马岱等蜀军将士共扶丞相之灵柩，同进成都，蜀都上下皆挂孝，文武百官、山林百姓，无不痛哭，举国上下哀声震地。蜀主刘禅按诸葛亮临终遗愿，将其葬于定军山，不用墙垣砖石，不用一切祭物。唐代诗人杜甫诗曰：“三顾频烦天下计，两朝开济老臣心。出师未捷身先死，长使英雄泪满襟！,杨仪,历史人物,君主,,孔明,Text,0.5691,{}
219,，不能料其死也。”由于诸葛亮将兵权遗交于杨仪，使自恃武艺高强而行为傲慢的魏延大为不满，果然举兵造反。就在他烧毁栈道，欲与杨仪大战一场，夺取兵权之时，杨仪按孔明锦囊所嘱，诱使魏延横刀立马连叫三声“谁敢杀我”，就在其话音未落之时，按孔明所授密计假意随魏延一起造反的马岱手起一刀，斩魏延于马下。魏延此时仍大睁着一双惊愕的双眼。杨仪、姜维、马岱等蜀军将士共扶丞相之灵柩，同进成都，蜀都上下皆挂孝，文武百官、山林百姓，无不痛哭，举国上下哀声震地。蜀主刘禅按诸葛亮临终遗愿，将其葬于定军山，不用墙垣砖石，不用一切祭物。唐代诗人杜甫诗曰：“三顾频烦天下计，两朝开济老臣心。出师未捷身先死，长使英雄泪满襟！,杨仪,历史人物,君主,,刘禅,历史人物,0.6681,{}
